Probe	Chromosome	Start	End	Strand	Expression
Kcnj13	1	89282938	89291304	-	-1.1900905
3110079O15Rik	1	89366839	89372034	+	-3.053155
Ngef	1	89373409	89470445	-	1.8649806
Neu2	1	89406464	89494420	+	-2.388139
Inpp5d	1	89516887	89617082	+	0.47628638
Atg16l1	1	89652445	89689003	+	2.838854
5830472F04Rik	1	89693042	89693392	+	-2.656733
Sag	1	89700255	89741733	+	-2.8460913
Dgkd	1	89749862	89841064	+	6.245002
Usp40	1	89841696	89905126	-	3.5416982
Ugt1a10	1	89951963	90115579	+	-1.7365397
RP23-324B17.1	1	89951968	90115159	-	-1.7800428
Ugt1a9	1	89967375	90115572	+	-1.8241899
Ugt1a8	1	89984388	90115579	+	-1.8483605
Ugt1a7c	1	89991637	90116577	+	-2.123098
Ugt1a6b	1	89999827	90115578	+	-1.9454323
Ugt1a6a	1	89999827	90116577	+	-3.2451441
Ugt1a5	1	90062587	90115572	+	-1.8327285
Ugt1a2	1	90097176	90115572	+	-1.8379577
Dnajb3	1	90101307	90102323	-	1.6329187
Ugt1a1	1	90108534	90115572	+	-1.4679041
Heatr7b1	1	90123561	90158864	+	0.21159159
Hjurp	1	90155690	90174208	-	4.7247376
Trpm8	1	90174236	90285868	+	-2.9357088
4930453O03Rik	1	90244064	90249505	-	-3.3208656
Spp2	1	90303536	90323013	+	-4.0593867
Glrp1	1	90397698	90406461	-	-3.2375796
Arl4c	1	90569700	90598796	-	-1.6145377
Sh3bp4	1	90966990	91051643	+	-1.6686351
Agap1	1	91351381	91791857	+	5.401163
Gbx2	1	91824537	91829865	-	-1.4553951
D130058E05Rik	1	91826809	91828437	+	-1.886505
Asb18	1	91849166	91911241	-	-4.8334923
Iqca	1	91938707	92049976	-	2.0982897
Cxcr7	1	92100555	92113326	+	-3.4365582
Cops8	1	92500000	92509916	+	6.835348
Gm9991	1	92571736	92576368	+	-4.438616
Col6a3	1	92663435	92740529	-	-1.2365737
Mlph	1	92811662	92847719	+	-4.114684
Prlh	1	92849685	92850589	+	-2.229312
Rab17	1	92854710	92866238	-	-5.161408
Lrrfip1	1	92895304	93025521	+	0.09508114
Rbm44	1	93041680	93067372	+	4.3772016
Ramp1	1	93076399	93121773	+	-1.7038001
Ube2f	1	93146888	93185454	+	3.0885541
Gm17560	1	93193780	93200982	-	-3.0779228
Scly	1	93194915	93217652	+	0.38422605
Gm17090	1	93201669	93217678	-	-2.9860406
Espnl	1	93218652	93244880	+	-1.2893989
Klhl30	1	93247593	93258993	+	-3.642327
Fam132b	1	93263007	93270793	+	-2.0483778
Ilkap	1	93271984	93295360	-	5.691021
Hes6	1	93308060	93310615	-	4.155558
Per2	1	93312561	93355907	-	-0.97644
Traf3ip1	1	93391245	93425880	+	3.1986985
Asb1	1	93437142	93456167	+	2.5872123
Twist2	1	93698038	93744605	+	-2.425528
Hdac4	1	93825362	93827753	-	3.666175
Hdac4	1	93829334	94044970	-	3.6335979
Gm17418	1	93885628	93889205	+	-0.4458037
Ndufa10	1	94335587	94370437	-	6.044024
Olfr1416	1	94376258	94377196	-	-4.076387
Olfr1415	1	94387395	94388330	-	-4.0717707
Olfr1414	1	94407625	94415092	-	-1.9430077
Olfr1413	1	94469702	94470783	+	-4.2808905
Olfr1412	1	94484909	94485874	+	-4.1172853
Olfr1411	1	94493098	94494069	+	-4.1262183
Olfr1410	1	94504416	94505424	+	-4.121759
Olfr12	1	94516458	94517578	+	-4.3319764
Myeov2	1	94533722	94538562	-	3.7045934
Otos	1	94540795	94545418	-	-5.791057
Gpc1	1	94728222	94756775	+	4.120388
Ankmy1	1	94766706	94799483	-	-2.71385
Dusp28	1	94803566	94805197	+	1.362729
5033417F24Rik	1	94804957	94807341	-	1.0557796
Rnpepl1	1	94807982	94817415	+	4.880846
Capn10	1	94830953	94844518	+	4.124868
Gpr35	1	94869696	94882968	+	-1.6609087
Aqp12	1	94902911	94908846	+	-4.288869
Kif1a	1	94912033	94998442	-	-2.6107774
Gm17672	1	95005394	95007262	-	-5.0694566
Agxt	1	95031822	95041984	+	-4.7844887
2310007B03Rik	1	95047926	95057525	-	-5.410859
E030010N08Rik	1	95112476	95127649	+	-0.6187981
Sned1	1	95132418	95197642	+	-0.21735305
Mterfd2	1	95195788	95202492	-	3.2179134
Pask	1	95205347	95240059	-	3.5626917
Ppp1r7	1	95239431	95270066	+	3.4173458
Ano7	1	95270473	95300079	+	-4.1159406
Hdlbp	1	95302517	95375385	-	6.2006893
Gm17415	1	95318265	95319065	+	-3.847064
Sep-02	1	95375541	95406837	+	3.305807
Farp2	1	95408656	95518553	+	2.2933154
Stk25	1	95518479	95532299	-	7.2175546
Bok	1	95582271	95592339	+	-1.2112904
Thap4	1	95601968	95651415	-	5.6763606
Atg4b	1	95648077	95686372	+	4.524123
Dtymk	1	95689153	95698511	-	4.5578685
Ing5	1	95700542	95718678	+	2.8577209
D2hgdh	1	95721817	95748925	+	0.75605834
Gal3st2	1	95757921	95773071	+	-5.6761255
Gm9994	1	95824364	95839221	+	-5.6761255
Gm7889	1	95879623	95882396	+	-2.9361157
Gm6086	1	95887086	95908118	+	-0.54516894
Neu4	1	95917070	95924903	+	-6.2127376
Pdcd1	1	95934884	95949130	-	-5.114295
Gm17386	1	96048774	96049705	+	-3.7347357
Fam174a	1	97210205	97231861	+	3.1432424
St8sia4	1	97484261	97564171	-	-6.6030855
Slco4c1	1	98715361	98768748	-	-5.4266133
Gm5101	1	98768798	98777807	+	-6.110173
Slco6b1	1	98802753	98894154	-	-5.4856515
Slco6c1	1	98955615	99024830	-	-5.649522
D1Ertd622e	1	99540480	99558651	-	2.0010238
Ppip5k2	1	99602625	99666988	-	3.1492126
Gin1	1	99666749	99690286	+	2.290613
Pam	1	99691691	99992223	-	2.010313
B230216N24Rik	1	99927693	99954257	-	-1.9161363
Slco6d1	1	100317701	100413565	+	-5.831673
Cntnap5b	1	101669342	102382519	+	-6.5244603
Cdh20	1	106665106	106892058	+	-0.13686562
Gm15699	1	106808008	106808910	-	-2.330689
Rnf152	1	107173494	107253287	-	-5.1075635
Gm17634	1	107252584	107258201	+	-2.3702033
Pign	1	107417716	107555585	-	3.5205722
2310035C23Rik	1	107560438	107651708	+	4.411127
Tnfrsf11a	1	107677300	107744558	+	-3.173524
Zcchc2	1	107886983	107930651	+	5.3041506
Phlpp1	1	108068329	108290827	+	4.663896
Bcl2	1	108434755	108610851	-	0.23665264
D630008O14Rik	1	108438520	108471622	+	-1.4700649
Kdsr	1	108616987	108656319	-	1.5593132
Vps4b	1	108660648	108693305	-	1.6886637
Serpinb5	1	108757750	108779925	+	-5.6266217
Serpinb12	1	108831026	108853657	+	-5.4879637
Serpinb13	1	108877561	108897772	+	-4.9537864
Serpinb3a	1	108942164	108948914	-	-4.9027123
Serpinb3d	1	108974744	108980083	-	-4.4670205
Serpinb3b	1	109050517	109174938	-	-4.922505
Serpinb3c	1	109167778	109174948	-	-4.8975043
Serpinb11	1	109258506	109277052	+	-5.2265453
Gm15391	1	109281777	109283989	-	-2.2070305
Serpinb7	1	109296232	109349266	+	-5.1358337
Serpinb2	1	109408000	109432055	+	-5.3992367
Serpinb8	1	109486583	109505486	+	-5.7022476
Gm15389	1	109583585	109590091	+	5.2005754
Cdh7	1	111878904	112036734	+	-7.2842197
Cdh19	1	112785772	112873949	-	-5.7778897
Dsel	1	113755279	113761486	-	0.44893247
9330185C12Rik	1	115787962	115860711	-	-4.180116
Cntnap5a	1	117581333	118478603	+	-2.5136933
Tsn	1	120195094	120207709	-	5.7088556
Mki67ip	1	120218416	120230399	+	4.5667896
Clasp1	1	120285635	120506009	+	4.884349
2900060B14Rik	1	120355247	120355324	-	-0.4868082
Gm11102	1	120373603	120373998	+	-0.10829648
Tcfcp2l1	1	120524522	120581744	+	1.969616
Gli2	1	120730709	120950196	-	-2.795287
Inhbb	1	121312042	121318825	-	-2.0168834
Ralb	1	121366882	121401371	-	-0.53032625
Epb4.1l5	1	121441610	121545577	-	4.316341
Ptpn4	1	121554621	121734190	-	3.093934
Tmem177	1	121804467	121809785	-	2.2943814
Gm101	1	121819918	121893811	-	-1.1663654
Sctr	1	121903557	121960105	+	-4.95479
Tmem37	1	121963954	121970651	-	-4.5578575
Dbi	1	122009857	122017655	-	3.2582512
3110009E18Rik	1	122017764	122084766	+	-0.7570905
Steap3	1	122087334	122169282	-	0.42425576
C1ql2	1	122237159	122239748	+	-5.1650248
Marco	1	122371115	122401661	-	-0.19697116
En1	1	122498995	122505873	+	-5.988982
B230209K01Rik	1	122983982	123017533	+	-5.614505
Insig2	1	123200930	123229166	-	3.2681155
Ccdc93	1	123327626	123403037	+	2.1441245
Gm15392	1	123385873	123389780	-	-2.653029
Htr5b	1	123406419	123425042	-	-0.7195931
Ddx18	1	123450412	123464566	-	3.2234752
Dpp10	1	125228716	125942136	-	-3.9875124
Actr3	1	127289483	127332067	-	3.3093274
Slc35f5	1	127457593	127492261	+	4.3611836
Gpr39	1	127573572	127770439	+	-5.759348
Lypd1	1	127764199	127809678	-	-6.982355
Nckap5	1	127810197	128727376	-	-0.049879774
Mgat5	1	129101563	129380281	+	0.8525652
Tmem163	1	129383123	129574673	-	-3.5210779
Acmsd	1	129625990	129664141	+	-2.8967733
Ccnt2	1	129670741	129704638	+	2.6489768
Ysk4	1	129711848	129736867	-	-2.669989
Rab3gap1	1	129765350	129840445	+	2.9722617
Zranb3	1	129850761	129999624	-	1.5448955
R3hdm1	1	129999883	130134312	+	5.3503976
Ubxn4	1	130140758	130175954	+	5.341285
Lct	1	130181333	130224895	-	0.17575389
Mcm6	1	130228168	130256233	-	5.3825526
Dars	1	130260285	130313993	-	5.7738943
Cxcr4	1	130484776	130488870	-	-0.4101501
Gm17699	1	130667176	130670998	-	-4.808875
Thsd7b	1	131169879	132115855	+	-3.560547
Gm16081	1	132166527	132177835	-	-3.6192582
Daf2	1	132285103	132319586	-	1.4011335
Gm15674	1	132319401	132334491	+	1.5320047
Gm15675	1	132326358	132333768	-	1.1921781
Cd55	1	132335604	132359321	-	4.9982576
Gm16083	1	132359153	132453652	+	2.669437
Zp3r	1	132473290	132526198	-	-5.251935
C4bp	1	132531350	132558209	-	-5.7816644
Pfkfb2	1	132585620	132625830	-	1.9140135
Yod1	1	132613904	132618632	+	1.1154425
AA986860	1	132628553	132641198	+	-1.3852893
Fcamr	1	132697479	132711317	+	-3.9495149
Gm15848	1	132706554	132720661	-	-4.1073947
Pigr	1	132723261	132748826	+	-6.024176
Faim3	1	132762246	132777367	+	-4.8101225
Il24	1	132778651	132784031	-	-4.637076
Il20	1	132803769	132807873	-	-3.8879066
Il19	1	132829235	132836650	-	-4.2782216
Il10	1	132916422	132921551	+	-4.556757
Mapkapk2	1	132950281	132994144	-	4.1811595
Dyrk3	1	133025018	133034811	-	2.9224737
Eif2d	1	133049758	133084235	+	3.302821
Rassf5	1	133072987	133141835	-	-0.09793666
Ikbke	1	133150920	133176183	-	-1.3551044
Srgap2	1	133181828	133423938	-	3.1933813
Fam72a	1	133424480	133436449	+	1.1930735
Avpr1b	1	133495816	133508577	+	-6.1754613
Ctse	1	133534883	133572080	+	-5.8307624
5430435G22Rik	1	133585272	133610119	+	-1.762062
Slc26a9	1	133640599	133668081	+	-4.8159313
Pm20d1	1	133693958	133718050	+	0.19115563
Slc41a1	1	133724070	133745442	+	3.9411678
Rab7l1	1	133763801	133769464	+	1.761307
Nucks1	1	133807035	133832898	+	3.407617
Slc45a3	1	133867186	133879540	+	1.395144
Elk4	1	133904184	133929189	+	1.244093
Mfsd4	1	133919383	133964639	-	-0.18815134
Gm17288	1	133933382	133964522	+	-4.8773627
Cdk18	1	134010127	134036262	-	-1.6206814
Lemd1	1	134088013	134153958	+	-2.9889822
1700037F24Rik	1	134097646	134100380	-	-3.975699
Gm10188	1	134125625	134126344	-	-3.693259
Klhdc8a	1	134195203	134203934	+	-1.8611578
Nuak2	1	134212703	134230065	+	-2.4010782
Tmcc2	1	134252892	134287858	-	1.4066147
Gm15849	1	134277706	134279086	+	-1.4374201
Dstyk	1	134314030	134363536	+	3.3463001
6030442K20Rik	1	134363010	134373622	-	-0.31618926
Rbbp5	1	134373944	134402242	+	3.291467
Tmem81	1	134402807	134405214	+	0.092616186
Cntn2	1	134406002	134439517	-	1.8557014
Nfasc	1	134461268	134638374	-	-0.89879054
Lrrn2	1	134776850	134836582	+	-3.8611786
Mdm4	1	134886422	134921943	-	3.8077419
Pik3c2b	1	134942244	135005264	+	1.1654059
Ppp1r15b	1	135027720	135036377	+	4.1140223
Plekha6	1	135142674	135200012	+	-3.457057
Golt1a	1	135206400	135219603	+	-5.0484633
Kiss1	1	135218452	135226478	+	-3.8068855
Ren1	1	135247087	135256902	+	-2.1587982
Etnk2	1	135260149	135276913	+	-0.37322783
Sox13	1	135278880	135320954	-	1.468913
Snrpe	1	135500448	135506868	-	3.3423135
Gm17713	1	135506988	135510999	+	-1.0074722
Zc3h11a	1	135516448	135557957	-	4.1865716
Lax1	1	135575606	135586685	-	-2.9387546
Gm17678	1	135598216	135598458	-	-2.1262183
Atp2b4	1	135599255	135697618	-	3.153752
Optc	1	135793773	135804576	-	-1.7970362
Gm15851	1	135803108	135811399	+	-0.6127352
Prelp	1	135806881	135817991	-	0.013460351
Fmod	1	135933831	135944854	+	-3.7402735
Btg2	1	135971747	135975697	-	2.1584148
Gm8618	1	136005915	136006417	+	-3.1758206
Chit1	1	136007819	136048117	+	-1.7052317
Chi3l1	1	136078753	136086758	+	-5.6546764
Mybph	1	136090025	136097808	+	-1.715528
Adora1	1	136095800	136132008	-	0.19396308
Myog	1	136186581	136189124	+	0.00515336
Ppfia4	1	136193360	136229505	-	1.3484255
Tmem183a	1	136242674	136258576	-	5.140964
4933406M09Rik	1	136282517	136287560	+	-4.990939
Cyb5r1	1	136302358	136308317	+	4.274509
Adipor1	1	136311955	136329928	+	4.629387
Klhl12	1	136352108	136387595	+	3.9142687
Gm11092	1	136373211	136373787	-	-0.99582165
Rabif	1	136391225	136406451	+	3.0515163
4931440L10Rik	1	136437518	136446259	-	-2.0812514
Kdm5b	1	136456748	136529454	+	5.675765
Gm3834	1	136538831	136543097	-	-5.264329
Syt2	1	136605877	136649726	+	-2.4050684
Ppp1r12b	1	136651235	136852519	-	3.3245432
Ube2t	1	136859142	136870739	+	4.100982
Lgr6	1	136882925	137001853	-	0.5650904
Ptprv	1	137007746	137008883	-	-0.23427816
Ptpn7	1	137029302	137041897	+	-4.7739167
Arl8a	1	137043401	137052846	+	1.7724912
Gm15445	1	137049540	137050383	+	-3.43742
Gpr37l1	1	137056811	137064258	-	-5.1972437
Gm16606	1	137145138	137163020	+	0.7181438
Elf3	1	137150151	137155049	-	0.23274046
Rnpep	1	137159289	137180661	-	0.54818636
Timm17a	1	137198109	137210355	-	3.0785704
Lmod1	1	137221384	137264642	+	-6.1483126
Shisa4	1	137267634	137271814	-	-1.9670731
Ipo9	1	137278889	137327076	-	3.9004967
Nav1	1	137331157	137481932	-	1.5512565
Gm4793	1	137481350	137496527	+	-1.5962973
Nav1	1	137503024	137584682	-	-3.148312
Csrp1	1	137616638	137648809	+	1.4763383
Phlda3	1	137662696	137665713	+	0.04463175
Tnni1	1	137679642	137707566	+	-1.4655669
Lad1	1	137715175	137729918	+	-2.011335
Tnnt2	1	137737452	137748837	+	-2.1605382
Pkp1	1	137767972	137815784	-	-6.496027
Igfn1	1	137850155	137902919	-	-4.379199
Tmem9	1	137904796	137931607	+	4.6081257
Cacna1s	1	137949327	138016399	+	-6.879566
Gm15850	1	138022755	138027760	-	-5.2021103
Kif21b	1	138027966	138074575	+	-1.642527
2310006M14Rik	1	138078051	138103674	-	-3.1605387
5730559C18Rik	1	138110108	138130841	-	-2.8424253
Gm17643	1	138112651	138121648	+	-4.839842
Gpr25	1	138155491	138157450	-	0.013959324
Gm17543	1	138155984	138170983	+	0.4221432
Camsap2	1	138164700	138242681	-	3.059994
9230116N13Rik	1	138308493	138312096	-	0.003949159
Ddx59	1	138311848	138336735	+	3.362211
Kif14	1	138364535	138428088	+	3.8932104
Gm17718	1	138518675	138521227	-	-5.4534802
Zfp281	1	138521478	138526630	+	3.8722374
Gm16880	1	138592788	138622305	+	-3.2770185
Nr5a2	1	138740161	138857004	-	-5.95479
A130050O07Rik	1	139824747	139826850	+	-5.240325
Ptprc	1	139959438	140071882	-	-6.707217
Atp6v1g3	1	140170315	140186037	+	-5.0817547
Nek7	1	140381291	140516273	-	0.8776341
Lhx9	1	140721763	140745153	-	-0.90089154
2310009B15Rik	1	140748556	140753431	-	0.115178466
Dennd1b	1	140860013	141072620	+	1.8409327
4930596I21Rik	1	140874234	140875817	+	-0.5540231
Crb1	1	141093633	141273677	-	-1.6841807
Zbtb41	1	141318960	141349582	+	1.696097
Aspm	1	141351350	141390667	+	3.3434944
F13b	1	141398284	141420333	+	-5.5068974
Cfhr1	1	141443639	141456835	-	-5.0992513
Cfhr3	1	141471762	141524888	-	-4.1247334
Gm4788	1	141594212	141677816	-	-5.8321276
Cfhr2	1	141701945	141915481	-	-6.252275
Cfh	1	141982432	142079988	-	-6.9437156
Kcnt2	1	142142793	142508640	+	-3.4951074
Cdc73	1	145445927	145550023	-	2.035121
B3galt2	1	145487794	145497536	+	-6.5120187
Glrx2	1	145586159	145596806	+	-0.38486174
Trove2	1	145597920	145624198	-	-0.11958037
Uchl5	1	145624408	145654596	+	3.096508
Rgs2	1	145846468	145851291	-	0.14840397
Rgs13	1	145985797	146024502	-	-4.882644
Rgs1	1	146091102	146096372	-	-4.9525313
Rgs21	1	146366820	146388442	-	-3.0437562
Rgs18	1	146599813	146622565	-	-5.1893806
Gm5263	1	148267564	148268004	+	3.2281313
Fam5c	1	148342759	148749602	+	-4.632015
A230059L01Rik	1	148650095	148653152	-	-5.6593
Gm15584	1	148656961	148688826	-	-3.769362
Gm9931	1	149127888	149129072	-	-4.4120774
Pla2g4a	1	151676748	151808420	-	-3.2311199
7530420F21Rik	1	151922003	151947004	-	-6.2681675
Ptgs2	1	151947254	151955140	+	-6.2178664
Gm17311	1	152006173	152012078	-	-4.9704175
Pdc	1	152166547	152181035	+	-4.484494
BC003331	1	152208435	152240210	-	3.8018873
Tpr	1	152239968	152297062	+	4.8880177
Prg4	1	152296542	152313295	-	-3.5278354
Hmcn1	1	152409654	152840565	-	-0.994302
Ivns1abp	1	153191628	153211575	+	4.751596
1200016B10Rik	1	153214829	153275585	-	2.6786883
1190005F20Rik	1	153275778	153305312	+	3.4930599
Rnf2	1	153316536	153347953	-	4.779838
Fam129a	1	153418316	153569069	+	-0.50649047
Edem3	1	153602504	153669458	+	3.4168093
1700025G04Rik	1	153731654	153937450	-	1.9895798
Tsen15	1	154217865	154233818	-	-0.16314484
Glt25d2	1	154246960	154357825	+	-6.252955
Rgl1	1	154363889	154613481	-	2.573427
Gm15479	1	154531156	154534631	-	-4.3473377
Apobec4	1	154597681	154604674	+	-2.6622713
Arpc5	1	154613672	154622727	+	2.8206801
Ncf2	1	154655020	154684120	+	-4.391477
Smg7	1	154684126	154749776	-	5.8622913
Nmnat2	1	154802231	154966390	+	-0.21486805
Lamc2	1	154969886	155033577	-	0.973876
Lamc1	1	155066052	155179916	-	5.0160613
E330020D12Rik	1	155251957	155255726	-	3.9808576
1700012A16Rik	1	155272292	155299704	+	5.308927
Dhx9	1	155302888	155334790	-	5.9106693
Npl	1	155350146	155396844	-	-0.91873956
Rgs8	1	155500155	155544797	+	-6.8192406
Rgs16	1	155587479	155592598	+	-0.5972226
Rnasel	1	155596556	155611351	+	-0.873225
Rgsl1	1	155626511	155691272	-	-6.398008
5830403L16Rik	1	155696672	155747338	-	0.47666612
Gm5531	1	155721475	155724001	+	-5.504616
Teddm1	1	155738776	155740190	+	-4.667992
Glul	1	155747074	155756853	+	3.381581
A930039A15Rik	1	155752431	155764040	+	-3.0437562
Gm11074	1	155752801	155764441	-	-1.4302247
Zfp648	1	156051227	156052804	+	-4.673284
Cacna1e	1	156239649	156573049	-	-5.681489
Gm9530	1	156910653	156930396	-	1.6443387
Ier5	1	156943497	156946766	-	2.0699382
Mr1	1	156975008	156993910	-	-1.3422997
Stx6	1	157005833	157050647	+	4.351342
BC034090	1	157059603	157079870	-	1.7181644
Xpr1	1	157122831	157264545	-	2.4658294
Gm5532	1	157367303	157374241	-	-4.823366
Acbd6	1	157405250	157534363	+	5.548138
Lhx4	1	157548827	157589157	-	-1.7312269
Qsox1	1	157625285	157660013	-	2.6124153
Cep350	1	157692096	157820020	-	3.416873
Tor1aip1	1	157851729	157883610	-	3.0920784
Tor1aip2	1	157882533	157915991	+	2.3483152
Fam163a	1	157923096	158135156	-	-3.3870246
Tdrd5	1	158185426	158233795	-	4.9732914
Nphs2	1	158240858	158258166	+	-2.4849572
9430070O13Rik	1	158295060	158330121	-	1.4169536
Gm2000	1	158296169	158296613	+	-0.84706426
Soat1	1	158358239	158404459	-	2.1733773
Abl2	1	158488917	158579699	+	4.8667655
Tor3a	1	158583748	158604487	-	0.69672656
Fam20b	1	158608676	158649132	-	2.6678581
Ralgps2	1	158734297	158869757	-	3.4005177
Angptl1	1	158768693	158791209	+	-4.521586
1700057K13Rik	1	159029279	159038811	-	-4.2782216
Rasal2	1	159065314	159342726	-	3.5327218
2810025M15Rik	1	159342483	159350366	+	3.5567675
BC026585	1	159388711	159419191	+	2.0979562
Gm15486	1	159428006	159441852	-	0.043706525
Sec16b	1	159436859	159498556	+	-3.4508157
Fam5b	1	160175402	160286391	-	-1.192478
Astn1	1	160292471	160621917	+	-0.168148
Pappa2	1	160641862	160887870	-	-0.69008476
1600012P17Rik	1	160888258	160910621	-	-5.683205
Gm4953	1	161098288	161098773	-	-3.1262183
Rfwd2	1	161162457	161277711	+	2.235531
Gm10530	1	161544880	161615006	+	-4.3912306
Tnr	1	161667641	161855053	+	-6.4743276
4930523C07Rik	1	161974515	162008559	+	-2.2084773
4930562F07Rik	1	162004866	162008116	-	-1.858367
Tnn	1	162015165	162083711	-	-6.708705
Mrps14	1	162125346	162132301	+	2.2350228
Cacybp	1	162133056	162142908	-	4.4397354
Rabgap1l	1	162149305	162723069	-	2.3284605
Gm6177	1	162823251	162823715	+	-3.0624926
Rc3h1	1	162836549	162905109	+	2.506521
Serpinc1	1	162908737	162933141	+	-3.124213
Zbtb37	1	162938931	162964980	-	2.5809517
Gas5	1	162964553	162968670	+	2.512872
Dars2	1	162970732	163000789	-	3.4468932
Cenpl	1	163000898	163016855	+	1.3448763
Klhl20	1	163018506	163061642	-	2.963976
Ankrd45	1	163072822	163099237	+	1.1133922
4930469G21Rik	1	163084689	163089445	-	-2.6836088
Prdx6	1	163170243	163181350	-	3.2197757
Tnfsf4	1	163325581	163348337	+	-4.8425546
Tnfsf18	1	163424786	163435421	+	-5.2140303
Fasl	1	163710820	163718626	-	-5.121014
AI848100	1	163746243	163806792	-	3.749695
4930558K02Rik	1	163872217	163909767	-	2.6927457
Pigc	1	163899317	163957237	+	1.8544565
Dnm3	1	163912584	164408165	-	-4.7489753
2810442N19Rik	1	163935100	163946625	+	-2.9073834
Dnm3os	1	164147754	164155681	+	-7.154147
Gm10176	1	164407811	164410074	+	-5.1940613
Mettl13	1	164462258	164478682	-	2.9987357
Vamp4	1	164500646	164529215	+	2.5722752
Gm5705	1	164558488	164559114	-	-3.4937274
Myoc	1	164569281	164579824	+	-0.98361385
7420461P10Rik	1	164577334	164588304	-	-0.9860407
Prrc2c	1	164603533	164670681	-	5.995189
Fmo4	1	164724014	164744103	-	-2.5938842
Fmo1	1	164759692	164796679	-	-3.7982664
Fmo2	1	164804448	164828857	-	-6.6383777
Fmo3	1	164883933	164914659	-	-2.6998563
4921528O07Rik	1	164954433	165015801	-	-5.7308364
Prrx1	1	165175247	165243841	-	-5.8986773
Gm20471	1	165210487	165217176	+	-3.4914246
Gm17698	1	165231921	165233751	-	-4.896634
Gorab	1	165315040	165333772	-	2.8524573
Mettl11b	1	165632388	165655363	-	-5.052374
Kifap3	1	165709714	165847240	+	5.08509
Scyl3	1	165859231	165885257	+	3.956298
BC055324	1	165876124	165924927	-	4.7466006
2810422O20Rik	1	165925020	165927374	+	2.0021107
Sele	1	165978365	165987808	+	-5.7092004
Sell	1	165992207	166010916	+	-5.415725
Selp	1	166045395	166080157	+	-4.5719843
Gm16587	1	166073563	166076497	-	-3.9546227
Gm16548	1	166078722	166082348	-	-3.309146
F5	1	166081969	166150408	+	-6.9085493
Slc19a2	1	166179177	166195516	+	0.6443711
4930455F23Rik	1	166205716	166217978	+	5.5337954
Blzf1	1	166219931	166237620	-	3.1178763
Nme7	1	166243010	166334805	+	3.1193364
Atp1b1	1	166367398	166388486	-	4.473486
Gm16608	1	166433438	166445013	+	-5.185112
Dpt	1	166726863	166754397	+	-1.2659281
Xcl1	1	166861775	166865658	-	-3.232073
Tbx19	1	167067986	167090904	-	-0.19779447
Sft2d2	1	167104472	167124564	-	3.6809688
Tiprl	1	167145053	167167074	-	3.478874
Gpr161	1	167232756	167253061	+	0.5878241
Dcaf6	1	167259642	167390596	-	5.342477
Brp44	1	167391168	167411345	+	2.5411115
Adcy10	1	167415314	167506905	+	2.4672556
Mpzl1	1	167522312	167564672	-	2.0522544
Rcsd1	1	167579076	167638225	-	0.09153514
Creg1	1	167693877	167705439	+	2.6990004
Gm16565	1	167711206	167719498	+	-5.29218
Cd247	1	167718812	167807407	+	2.2493517
Pou2f1	1	167795285	167932809	-	3.2288454
Gm17444	1	167933089	167968389	+	-1.183829
Dusp27	1	168028284	168058029	-	-4.0223827
Gpa33	1	168060369	168096641	+	-2.4704158
Mael	1	168131516	168168875	-	9.1846075
Ildr2	1	168184270	168246954	+	-1.1528655
5330438I03Rik	1	168236872	168239716	-	-3.2016876
Tada1	1	168309228	168323752	+	3.0697956
Gm15853	1	168309970	168310624	-	-0.5833813
Pogk	1	168314753	168339994	-	5.5757914
Gm4846	1	168413744	168427719	-	-2.817587
Gm4847	1	168559102	168577824	-	-5.757912
Fmo9	1	168592186	168611976	-	-5.783077
Gm16701	1	168904155	168930972	-	-0.7485807
Fam78b	1	168931548	169021433	+	-0.029289175
Uck2	1	169153958	169154050	-	3.5813637
Uck2	1	169156221	169215258	-	4.966765
Tmco1	1	169238801	169264109	+	3.0568674
Aldh9a1	1	169280122	169298661	+	5.9061236
Mgst3	1	169302097	169323972	-	3.8624768
Lrrc52	1	169375806	169396911	-	-4.352422
Rxrg	1	169528515	169569754	+	-2.89301
Lmx1a	1	169619370	169778872	+	-4.192786
Pbx1	1	170050130	170362300	-	-0.39944854
Nuf2	1	171428065	171461595	-	3.1073227
Rgs5	1	171585632	171625944	+	-3.3933814
Rgs4	1	171671608	171677773	-	-4.646524
1700084C01Rik	1	171858779	171864784	+	-4.958796
